PAY ITEM,"CODED PAY ITEMS FOR THE Jan 17, 2020 LETTING DESCRIPTION",UNIT,ABBREVIATION,S
M542T435,"PIPE CULVERTS, CLASS D, TYPE 1    600MM (TEMPORARY)",METER  ,P CUL CL D 1  600 TEM,
M542T440,"PIPE CULVERTS, CLASS D, TYPE 1    750MM (TEMPORARY)",METER  ,P CUL CL D 1  750 TEM,
M542T445,"PIPE CULVERTS, CLASS D, TYPE 1    900MM (TEMPORARY)",METER  ,P CUL CL D 1  900 TEM,
M542T450,"PIPE CULVERTS, CLASS D, TYPE 1   1050MM (TEMPORARY)",METER  ,P CUL CL D 1 1050 TEM,
M542T455,"PIPE CULVERTS, CLASS D, TYPE 1   1200MM (TEMPORARY)",METER  ,P CUL CL D 1 1200 TEM,
M542T460,"PIPE CULVERTS, CLASS D, TYPE 1   1350MM (TEMPORARY)",METER  ,P CUL CL D 1 1350 TEM,
M542T465,"PIPE CULVERTS, CLASS D, TYPE 1   1500MM (TEMPORARY)",METER  ,P CUL CL D 1 1500 TEM,
M542T470,"PIPE CULVERTS, CLASS D, TYPE 1   1650MM (TEMPORARY)",METER  ,P CUL CL D 1 1650 TEM,
M542T475,"PIPE CULVERTS, CLASS D, TYPE 1   1800MM (TEMPORARY)",METER  ,P CUL CL D 1 1800 TEM,
M542T480,"PIPE CULVERTS, CLASS D, TYPE 1   1950MM (TEMPORARY)",METER  ,P CUL CL D 1 1950 TEM,
M542T485,"PIPE CULVERTS, CLASS D, TYPE 1   2100MM (TEMPORARY)",METER  ,P CUL CL D 1 2100 TEM,
M542T490,"PIPE CULVERTS, CLASS D, TYPE 1   2250MM (TEMPORARY)",METER  ,P CUL CL D 1 2250 TEM,
M542T495,"PIPE CULVERTS, CLASS D, TYPE 1   2400MM (TEMPORARY)",METER  ,P CUL CL D 1 2400 TEM,
M542T500,"PIPE CULVERTS, CLASS D, TYPE 1   2550MM (TEMPORARY)",METER  ,P CUL CL D 1 2550 TEM,
M542T505,"PIPE CULVERTS, CLASS D, TYPE 1   2700MM (TEMPORARY)",METER  ,P CUL CL D 1 2700 TEM,
M542U015,"PIPE CULVERTS, CLASS A, TYPE 2    300MM (TEMPORARY)",METER  ,P CUL CL A 2  300 TEM,
M542U020,"PIPE CULVERTS, CLASS A, TYPE 2    375MM (TEMPORARY)",METER  ,P CUL CL A 2  375 TEM,
M542U025,"PIPE CULVERTS, CLASS A, TYPE 2    450MM (TEMPORARY)",METER  ,P CUL CL A 2  450 TEM,
M542U030,"PIPE CULVERTS, CLASS A, TYPE 2    525MM (TEMPORARY)",METER  ,P CUL CL A 2  525 TEM,
M542U035,"PIPE CULVERTS, CLASS A, TYPE 2    600MM (TEMPORARY)",METER  ,P CUL CL A 2  600 TEM,
M542U040,"PIPE CULVERTS, CLASS A, TYPE 2    750MM (TEMPORARY)",METER  ,P CUL CL A 2  750 TEM,
M542U045,"PIPE CULVERTS, CLASS A, TYPE 2    900MM (TEMPORARY)",METER  ,P CUL CL A 2  900 TEM,
M542U050,"PIPE CULVERTS, CLASS A, TYPE 2   1050MM (TEMPORARY)",METER  ,P CUL CL A 2 1050 TEM,
M542U055,"PIPE CULVERTS, CLASS A, TYPE 2   1200MM (TEMPORARY)",METER  ,P CUL CL A 2 1200 TEM,
M542U060,"PIPE CULVERTS, CLASS A, TYPE 2   1350MM (TEMPORARY)",METER  ,P CUL CL A 2 1350 TEM,
M542U065,"PIPE CULVERTS, CLASS A, TYPE 2   1500MM (TEMPORARY)",METER  ,P CUL CL A 2 1500 TEM,
M542U070,"PIPE CULVERTS, CLASS A, TYPE 2   1650MM (TEMPORARY)",METER  ,P CUL CL A 2 1650 TEM,
M542U075,"PIPE CULVERTS, CLASS A, TYPE 2   1800MM (TEMPORARY)",METER  ,P CUL CL A 2 1800 TEM,
M542U080,"PIPE CULVERTS, CLASS A, TYPE 2   1950MM (TEMPORARY)",METER  ,P CUL CL A 2 1950 TEM,
M542U085,"PIPE CULVERTS, CLASS A, TYPE 2   2100MM (TEMPORARY)",METER  ,P CUL CL A 2 2100 TEM,
M542U090,"PIPE CULVERTS, CLASS A, TYPE 2   2250MM (TEMPORARY)",METER  ,P CUL CL A 2 2250 TEM,
M542U095,"PIPE CULVERTS, CLASS A, TYPE 2   2400MM (TEMPORARY)",METER  ,P CUL CL A 2 2400 TEM,
M542U100,"PIPE CULVERTS, CLASS A, TYPE 2   2550MM (TEMPORARY)",METER  ,P CUL CL A 2 2550 TEM,
M542U105,"PIPE CULVERTS, CLASS A, TYPE 2   2700MM (TEMPORARY)",METER  ,P CUL CL A 2 2700 TEM,
M542U215,"PIPE CULVERTS, CLASS C, TYPE 2    300MM (TEMPORARY)",METER  ,P CUL CL C 2  300 TEM,
M542U220,"PIPE CULVERTS, CLASS C, TYPE 2    375MM (TEMPORARY)",METER  ,P CUL CL C 2  375 TEM,
M542U225,"PIPE CULVERTS, CLASS C, TYPE 2    450MM (TEMPORARY)",METER  ,P CUL CL C 2  450 TEM,
M542U230,"PIPE CULVERTS, CLASS C, TYPE 2    525MM (TEMPORARY)",METER  ,P CUL CL C 2  525 TEM,
M542U235,"PIPE CULVERTS, CLASS C, TYPE 2    600MM (TEMPORARY)",METER  ,P CUL CL C 2  600 TEM,
M542U240,"PIPE CULVERTS, CLASS C, TYPE 2    750MM (TEMPORARY)",METER  ,P CUL CL C 2  750 TEM,
M542U245,"PIPE CULVERTS, CLASS C, TYPE 2    900MM (TEMPORARY)",METER  ,P CUL CL C 2  900 TEM,
M542U250,"PIPE CULVERTS, CLASS C, TYPE 2   1050MM (TEMPORARY)",METER  ,P CUL CL C 2 1050 TEM,
M542U255,"PIPE CULVERTS, CLASS C, TYPE 2   1200MM (TEMPORARY)",METER  ,P CUL CL C 2 1200 TEM,
M542U260,"PIPE CULVERTS, CLASS C, TYPE 2   1350MM (TEMPORARY)",METER  ,P CUL CL C 2 1350 TEM,
M542U265,"PIPE CULVERTS, CLASS C, TYPE 2   1500MM (TEMPORARY)",METER  ,P CUL CL C 2 1500 TEM,
M542U270,"PIPE CULVERTS, CLASS C, TYPE 2   1650MM (TEMPORARY)",METER  ,P CUL CL C 2 1650 TEM,
M542U275,"PIPE CULVERTS, CLASS C, TYPE 2   1800MM (TEMPORARY)",METER  ,P CUL CL C 2 1800 TEM,
M542U280,"PIPE CULVERTS, CLASS C, TYPE 2   1950MM (TEMPORARY)",METER  ,P CUL CL C 2 1950 TEM,
M542U285,"PIPE CULVERTS, CLASS C, TYPE 2   2100MM (TEMPORARY)",METER  ,P CUL CL C 2 2100 TEM,
M542U290,"PIPE CULVERTS, CLASS C, TYPE 2   2250MM (TEMPORARY)",METER  ,P CUL CL C 2 2250 TEM,
M542U295,"PIPE CULVERTS, CLASS C, TYPE 2   2400MM (TEMPORARY)",METER  ,P CUL CL C 2 2400 TEM,
M542U300,"PIPE CULVERTS, CLASS C, TYPE 2   2550MM (TEMPORARY)",METER  ,P CUL CL C 2 2550 TEM,
M542U305,"PIPE CULVERTS, CLASS C, TYPE 2   2700MM (TEMPORARY)",METER  ,P CUL CL C 2 2700 TEM,
M542U415,"PIPE CULVERTS, CLASS D, TYPE 2    300MM (TEMPORARY)",METER  ,P CUL CL D 2  300 TEM,
M542U420,"PIPE CULVERTS, CLASS D, TYPE 2    375MM (TEMPORARY)",METER  ,P CUL CL D 2  375 TEM,
M542U425,"PIPE CULVERTS, CLASS D, TYPE 2    450MM (TEMPORARY)",METER  ,P CUL CL D 2  450 TEM,
M542U430,"PIPE CULVERTS, CLASS D, TYPE 2    525MM (TEMPORARY)",METER  ,P CUL CL D 2  525 TEM,
M542U435,"PIPE CULVERTS, CLASS D, TYPE 2    600MM (TEMPORARY)",METER  ,P CUL CL D 2  600 TEM,
M542U440,"PIPE CULVERTS, CLASS D, TYPE 2    750MM (TEMPORARY)",METER  ,P CUL CL D 2  750 TEM,
M542U445,"PIPE CULVERTS, CLASS D, TYPE 2    900MM (TEMPORARY)",METER  ,P CUL CL D 2  900 TEM,
M542U450,"PIPE CULVERTS, CLASS D, TYPE 2   1050MM (TEMPORARY)",METER  ,P CUL CL D 2 1050 TEM,
M542U455,"PIPE CULVERTS, CLASS D, TYPE 2   1200MM (TEMPORARY)",METER  ,P CUL CL D 2 1200 TEM,
M542U460,"PIPE CULVERTS, CLASS D, TYPE 2   1350MM (TEMPORARY)",METER  ,P CUL CL D 2 1350 TEM,
M542U465,"PIPE CULVERTS, CLASS D, TYPE 2   1500MM (TEMPORARY)",METER  ,P CUL CL D 2 1500 TEM,
M542U470,"PIPE CULVERTS, CLASS D, TYPE 2   1650MM (TEMPORARY)",METER  ,P CUL CL D 2 1650 TEM,
M542U475,"PIPE CULVERTS, CLASS D, TYPE 2   1800MM (TEMPORARY)",METER  ,P CUL CL D 2 1800 TEM,
M542U480,"PIPE CULVERTS, CLASS D, TYPE 2   1950MM (TEMPORARY)",METER  ,P CUL CL D 2 1950 TEM,
M542U485,"PIPE CULVERTS, CLASS D, TYPE 2   2100MM (TEMPORARY)",METER  ,P CUL CL D 2 2100 TEM,
M542U490,"PIPE CULVERTS, CLASS D, TYPE 2   2250MM (TEMPORARY)",METER  ,P CUL CL D 2 2250 TEM,
M542V415,"PIPE CULVERTS, CLASS D, TYPE 3    300MM (TEMPORARY)",METER  ,P CUL CL D 3  300 TEM,
M542V420,"PIPE CULVERTS, CLASS D, TYPE 3    375MM (TEMPORARY)",METER  ,P CUL CL D 3  375 TEM,
M542V425,"PIPE CULVERTS, CLASS D, TYPE 3    450MM (TEMPORARY)",METER  ,P CUL CL D 3  450 TEM,
M542V430,"PIPE CULVERTS, CLASS D, TYPE 3    525MM (TEMPORARY)",METER  ,P CUL CL D 3  525 TEM,
M542V435,"PIPE CULVERTS, CLASS D, TYPE 3    600MM (TEMPORARY)",METER  ,P CUL CL D 3  600 TEM,
M542V440,"PIPE CULVERTS, CLASS D, TYPE 3    750MM (TEMPORARY)",METER  ,P CUL CL D 3  750 TEM,
M542V445,"PIPE CULVERTS, CLASS D, TYPE 3    900MM (TEMPORARY)",METER  ,P CUL CL D 3  900 TEM,
M542V450,"PIPE CULVERTS, CLASS D, TYPE 3   1050MM (TEMPORARY)",METER  ,P CUL CL D 3 1050 TEM,
M542V455,"PIPE CULVERTS, CLASS D, TYPE 3   1200MM (TEMPORARY)",METER  ,P CUL CL D 3 1200 TEM,
M542V460,"PIPE CULVERTS, CLASS D, TYPE 3   1350MM (TEMPORARY)",METER  ,P CUL CL D 3 1350 TEM,
M542W020,"PIPE CULVERTS, CLASS A, TYPE 4    375MM (TEMPORARY)",METER  ,P CUL CL A 4  375 TEM,
M542W215,"PIPE CULVERTS, CLASS C, TYPE 4    300MM (TEMPORARY)",METER  ,P CUL CL C 4  300 TEM,
M542W415,"PIPE CULVERTS, CLASS D, TYPE 4    300MM (TEMPORARY)",METER  ,P CUL CL D 4  300 TEM,
M542W420,"PIPE CULVERTS, CLASS D, TYPE 4    375MM (TEMPORARY)",METER  ,P CUL CL D 4  375 TEM,
M542W430,"PIPE CULVERTS, CLASS D, TYPE 4    525MM (TEMPORARY)",METER  ,P CUL CL D 4  525 TEM,
M542W435,"PIPE CULVERTS, CLASS D, TYPE 4    600MM (TEMPORARY)",METER  ,P CUL CL D 4  600 TEM,
M542W440,"PIPE CULVERTS, CLASS D, TYPE 4    750MM (TEMPORARY)",METER  ,P CUL CL D 4  750 TEM,
M542W445,"PIPE CULVERTS, CLASS D, TYPE 4    900MM (TEMPORARY)",METER  ,P CUL CL D 4  900 TEM,
M542W475,"PIPE CULVERTS, CLASS D, TYPE 4   1800MM (TEMPORARY)",METER  ,P CUL CL D 4 1800 TEM,
M542X415,"PIPE CULVERTS, CLASS D, TYPE 5    300MM (TEMPORARY)",METER  ,P CUL CL D 5  300 TEM,
M542X420,"PIPE CULVERTS, CLASS D, TYPE 5    375MM (TEMPORARY)",METER  ,P CUL CL D 5  375 TEM,
M542X425,"PIPE CULVERTS, CLASS D, TYPE 5    450MM (TEMPORARY)",METER  ,P CUL CL D 5  450 TEM,
M542X430,"PIPE CULVERTS, CLASS D, TYPE 5    525MM (TEMPORARY)",METER  ,P CUL CL D 5  525 TEM,
M542X435,"PIPE CULVERTS, CLASS D, TYPE 5    600MM (TEMPORARY)",METER  ,P CUL CL D 5  600 TEM,
M542X440,"PIPE CULVERTS, CLASS D, TYPE 5    750MM (TEMPORARY)",METER  ,P CUL CL D 5  750 TEM,
M542X445,"PIPE CULVERTS, CLASS D, TYPE 5    900MM (TEMPORARY)",METER  ,P CUL CL D 5  900 TEM,
M542X450,"PIPE CULVERTS, CLASS D, TYPE 5   1050MM (TEMPORARY)",METER  ,P CUL CL D 5 1050 TEM,
M542X455,"PIPE CULVERTS, CLASS D, TYPE 5   1200MM (TEMPORARY)",METER  ,P CUL CL D 5 1200 TEM,
M542X460,"PIPE CULVERTS, CLASS D, TYPE 5   1350MM (TEMPORARY)",METER  ,P CUL CL D 5 1350 TEM,
M542X465,"PIPE CULVERTS, CLASS D, TYPE 5   1500MM (TEMPORARY)",METER  ,P CUL CL D 5 1500 TEM,
M542X470,"PIPE CULVERTS, CLASS D, TYPE 5   1650MM (TEMPORARY)",METER  ,P CUL CL D 5 1650 TEM,
M542X475,"PIPE CULVERTS, CLASS D, TYPE 5   1800MM (TEMPORARY)",METER  ,P CUL CL D 5 1800 TEM,
M542X480,"PIPE CULVERTS, CLASS D, TYPE 5   1950MM (TEMPORARY)",METER  ,P CUL CL D 5 1950 TEM,
M542X485,"PIPE CULVERTS, CLASS D, TYPE 5   2100MM (TEMPORARY)",METER  ,P CUL CL D 5 2100 TEM,
M542X490,"PIPE CULVERTS, CLASS D, TYPE 5   2250MM (TEMPORARY)",METER  ,P CUL CL D 5 2250 TEM,
M542X495,"PIPE CULVERTS, CLASS D, TYPE 5   2400MM (TEMPORARY)",METER  ,P CUL CL D 5 2400 TEM,
M5439005,INSERTION CULVERT LINER    250MM,METER  ,INSERT CUL LIN    250,*
M5439010,INSERTION CULVERT LINER    300MM,METER  ,INSERT CUL LIN    300,*
M5439015,INSERTION CULVERT LINER    325MM,METER  ,INSERT CUL LIN    325,*
M5439020,INSERTION CULVERT LINER    350MM,METER  ,INSERT CUL LIN    350,*
M5439025,INSERTION CULVERT LINER    375MM,METER  ,INSERT CUL LIN    375,*
M5439030,INSERTION CULVERT LINER    400MM,METER  ,INSERT CUL LIN    400,*
M5439035,INSERTION CULVERT LINER    450MM,METER  ,INSERT CUL LIN    450,*
M5439040,INSERTION CULVERT LINER    500MM,METER  ,INSERT CUL LIN    500,*
M5439045,INSERTION CULVERT LINER    525MM,METER  ,INSERT CUL LIN    525,*
M5439050,INSERTION CULVERT LINER    550MM,METER  ,INSERT CUL LIN    550,*
M5439055,INSERTION CULVERT LINER    600MM,METER  ,INSERT CUL LIN    600,*
M5439060,INSERTION CULVERT LINER    675MM,METER  ,INSERT CUL LIN    675,*
M5439065,INSERTION CULVERT LINER    700MM,METER  ,INSERT CUL LIN    700,*
M5439070,INSERTION CULVERT LINER    750MM,METER  ,INSERT CUL LIN    750,*
M5439075,INSERTION CULVERT LINER    800MM,METER  ,INSERT CUL LIN    800,*
M5439080,INSERTION CULVERT LINER    900MM,METER  ,INSERT CUL LIN    900,*
M5439085,INSERTION CULVERT LINER   1000MM,METER  ,INSERT CUL LIN   1000,*
M5439090,INSERTION CULVERT LINER   1050MM,METER  ,INSERT CUL LIN   1050,*
M5439095,INSERTION CULVERT LINER   1200MM,METER  ,INSERT CUL LIN   1200,*
M5439100,INSERTION CULVERT LINER   1350MM,METER  ,INSERT CUL LIN   1350,*
M5439105,INSERTION CULVERT LINER   1375MM,METER  ,INSERT CUL LIN   1375,*
M5439110,INSERTION CULVERT LINER   1500MM,METER  ,INSERT CUL LIN   1500,*
M5439115,INSERTION CULVERT LINER   1575MM,METER  ,INSERT CUL LIN   1575,*
M5439120,INSERTION CULVERT LINER   1650MM,METER  ,INSERT CUL LIN   1650,*
M5439125,INSERTION CULVERT LINER   1800MM,METER  ,INSERT CUL LIN   1800,*
M5439130,INSERTION CULVERT LINER   1950MM,METER  ,INSERT CUL LIN   1950,*
M5439135,INSERTION CULVERT LINER   2100MM,METER  ,INSERT CUL LIN   2100,*
M5439140,INSERTION CULVERT LINER   2250MM,METER  ,INSERT CUL LIN   2250,*
M5439145,INSERTION CULVERT LINER   2400MM,METER  ,INSERT CUL LIN   2400,*
M5500010,"STORM SEWERS, CLASS A, TYPE 1    100MM",METER  ,STORM SEW CL A 1  100,
M5500015,"STORM SEWERS, CLASS A, TYPE 1    150MM",METER  ,STORM SEW CL A 1  150,
M5500020,"STORM SEWERS, CLASS A, TYPE 1    200MM",METER  ,STORM SEW CL A 1  200,
M5500026,"STORM SEWERS, CLASS A, TYPE 1    250MM",METER  ,STORM SEW CL A 1  250,
M5500030,"STORM SEWERS, CLASS A, TYPE 1    300MM",METER  ,STORM SEW CL A 1  300,
M5500035,"STORM SEWERS, CLASS A, TYPE 1    350MM",METER  ,STORM SEW CL A 1  350,
M5500040,"STORM SEWERS, CLASS A, TYPE 1    375MM",METER  ,STORM SEW CL A 1  375,
M5500045,"STORM SEWERS, CLASS A, TYPE 1    400MM",METER  ,STORM SEW CL A 1  400,
M5500050,"STORM SEWERS, CLASS A, TYPE 1    450MM",METER  ,STORM SEW CL A 1  450,
M5500055,"STORM SEWERS, CLASS A, TYPE 1    500MM",METER  ,STORM SEW CL A 1  500,
M5500060,"STORM SEWERS, CLASS A, TYPE 1    525MM",METER  ,STORM SEW CL A 1  525,
M5500065,"STORM SEWERS, CLASS A, TYPE 1    600MM",METER  ,STORM SEW CL A 1  600,
M5500070,"STORM SEWERS, CLASS A, TYPE 1    675MM",METER  ,STORM SEW CL A 1  675,
M5500075,"STORM SEWERS, CLASS A, TYPE 1    750MM",METER  ,STORM SEW CL A 1  750,
M5500080,"STORM SEWERS, CLASS A, TYPE 1    825MM",METER  ,STORM SEW CL A 1  825,
M5500085,"STORM SEWERS, CLASS A, TYPE 1    900MM",METER  ,STORM SEW CL A 1  900,
M5500090,"STORM SEWERS, CLASS A, TYPE 1    975MM",METER  ,STORM SEW CL A 1  975,
M5500095,"STORM SEWERS, CLASS A, TYPE 1   1050MM",METER  ,STORM SEW CL A 1 1050,
M5500100,"STORM SEWERS, CLASS A, TYPE 1   1200MM",METER  ,STORM SEW CL A 1 1200,
M5500105,"STORM SEWERS, CLASS A, TYPE 1   1350MM",METER  ,STORM SEW CL A 1 1350,
M5500110,"STORM SEWERS, CLASS A, TYPE 1   1500MM",METER  ,STORM SEW CL A 1 1500,
M5500115,"STORM SEWERS, CLASS A, TYPE 1   1650MM",METER  ,STORM SEW CL A 1 1650,
M5500120,"STORM SEWERS, CLASS A, TYPE 1   1800MM",METER  ,STORM SEW CL A 1 1800,
M5500125,"STORM SEWERS, CLASS A, TYPE 1   1950MM",METER  ,STORM SEW CL A 1 1950,
M5500130,"STORM SEWERS, CLASS A, TYPE 1   2100MM",METER  ,STORM SEW CL A 1 2100,
M5500135,"STORM SEWERS, CLASS A, TYPE 1   2250MM",METER  ,STORM SEW CL A 1 2250,
M5500140,"STORM SEWERS, CLASS A, TYPE 1   2400MM",METER  ,STORM SEW CL A 1 2400,
M5500145,"STORM SEWERS, CLASS A, TYPE 1   2550MM",METER  ,STORM SEW CL A 1 2550,
M5500150,"STORM SEWERS, CLASS A, TYPE 1   2700MM",METER  ,STORM SEW CL A 1 2700,
M5500210,"STORM SEWERS, CLASS B, TYPE 1    100MM",METER  ,STORM SEW CL B 1  100,
M5500215,"STORM SEWERS, CLASS B, TYPE 1    150MM",METER  ,STORM SEW CL B 1  150,
M5500220,"STORM SEWERS, CLASS B, TYPE 1    200MM",METER  ,STORM SEW CL B 1  200,
M5500226,"STORM SEWERS, CLASS B, TYPE 1    250MM",METER  ,STORM SEW CL B 1  250,
M5500230,"STORM SEWERS, CLASS B, TYPE 1    300MM",METER  ,STORM SEW CL B 1  300,
M5500235,"STORM SEWERS, CLASS B, TYPE 1    350MM",METER  ,STORM SEW CL B 1  350,
M5500240,"STORM SEWERS, CLASS B, TYPE 1    375MM",METER  ,STORM SEW CL B 1  375,
M5500245,"STORM SEWERS, CLASS B, TYPE 1    400MM",METER  ,STORM SEW CL B 1  400,
M5500250,"STORM SEWERS, CLASS B, TYPE 1    450MM",METER  ,STORM SEW CL B 1  450,
M5500255,"STORM SEWERS, CLASS B, TYPE 1    500MM",METER  ,STORM SEW CL B 1  500,
M5500260,"STORM SEWERS, CLASS B, TYPE 1    525MM",METER  ,STORM SEW CL B 1  525,
M5500265,"STORM SEWERS, CLASS B, TYPE 1    600MM",METER  ,STORM SEW CL B 1  600,
M5500270,"STORM SEWERS, CLASS B, TYPE 1    675MM",METER  ,STORM SEW CL B 1  675,
M5500275,"STORM SEWERS, CLASS B, TYPE 1    750MM",METER  ,STORM SEW CL B 1  750,
M5500280,"STORM SEWERS, CLASS B, TYPE 1    825MM",METER  ,STORM SEW CL B 1  825,
M5500285,"STORM SEWERS, CLASS B, TYPE 1    900MM",METER  ,STORM SEW CL B 1  900,
M5500290,"STORM SEWERS, CLASS B, TYPE 1    975MM",METER  ,STORM SEW CL B 1  975,
M5500295,"STORM SEWERS, CLASS B, TYPE 1   1050MM",METER  ,STORM SEW CL B 1 1050,
M5500300,"STORM SEWERS, CLASS B, TYPE 1   1200MM",METER  ,STORM SEW CL B 1 1200,
M5500305,"STORM SEWERS, CLASS B, TYPE 1   1350MM",METER  ,STORM SEW CL B 1 1350,
M5500310,"STORM SEWERS, CLASS B, TYPE 1   1500MM",METER  ,STORM SEW CL B 1 1500,
M5500315,"STORM SEWERS, CLASS B, TYPE 1   1650MM",METER  ,STORM SEW CL B 1 1650,
M5500320,"STORM SEWERS, CLASS B, TYPE 1   1800MM",METER  ,STORM SEW CL B 1 1800,
M5500325,"STORM SEWERS, CLASS B, TYPE 1   1950MM",METER  ,STORM SEW CL B 1 1950,
M5500330,"STORM SEWERS, CLASS B, TYPE 1   2100MM",METER  ,STORM SEW CL B 1 2100,
M5500335,"STORM SEWERS, CLASS B, TYPE 1   2250MM",METER  ,STORM SEW CL B 1 2250,
M5500340,"STORM SEWERS, CLASS B, TYPE 1   2400MM",METER  ,STORM SEW CL B 1 2400,
M5500345,"STORM SEWERS, CLASS B, TYPE 1   2550MM",METER  ,STORM SEW CL B 1 2550,
M5500350,"STORM SEWERS, CLASS B, TYPE 1   2700MM",METER  ,STORM SEW CL B 1 2700,
M5500410,"STORM SEWERS, CLASS A, TYPE 2    100MM",METER  ,STORM SEW CL A 2  100,
M5500415,"STORM SEWERS, CLASS A, TYPE 2    150MM",METER  ,STORM SEW CL A 2  150,
M5500420,"STORM SEWERS, CLASS A, TYPE 2    200MM",METER  ,STORM SEW CL A 2  200,
M5500425,"STORM SEWERS, CLASS A, TYPE 2    250MM",METER  ,STORM SEW CL A 2  250,
M5500430,"STORM SEWERS, CLASS A, TYPE 2    300MM",METER  ,STORM SEW CL A 2  300,
M5500435,"STORM SEWERS, CLASS A, TYPE 2    350MM",METER  ,STORM SEW CL A 2  350,
M5500440,"STORM SEWERS, CLASS A, TYPE 2    375MM",METER  ,STORM SEW CL A 2  375,
M5500445,"STORM SEWERS, CLASS A, TYPE 2    400MM",METER  ,STORM SEW CL A 2  400,
M5500450,"STORM SEWERS, CLASS A, TYPE 2    450MM",METER  ,STORM SEW CL A 2  450,
M5500455,"STORM SEWERS, CLASS A, TYPE 2    500MM",METER  ,STORM SEW CL A 2  500,
M5500460,"STORM SEWERS, CLASS A, TYPE 2    525MM",METER  ,STORM SEW CL A 2  525,
M5500465,"STORM SEWERS, CLASS A, TYPE 2    600MM",METER  ,STORM SEW CL A 2  600,
M5500470,"STORM SEWERS, CLASS A, TYPE 2    675MM",METER  ,STORM SEW CL A 2  675,
M5500475,"STORM SEWERS, CLASS A, TYPE 2    750MM",METER  ,STORM SEW CL A 2  750,
M5500480,"STORM SEWERS, CLASS A, TYPE 2    825MM",METER  ,STORM SEW CL A 2  825,
M5500485,"STORM SEWERS, CLASS A, TYPE 2    900MM",METER  ,STORM SEW CL A 2  900,
M5500490,"STORM SEWERS, CLASS A, TYPE 2    975MM",METER  ,STORM SEW CL A 2  975,
M5500495,"STORM SEWERS, CLASS A, TYPE 2   1050MM",METER  ,STORM SEW CL A 2 1050,
M5500500,"STORM SEWERS, CLASS A, TYPE 2   1200MM",METER  ,STORM SEW CL A 2 1200,
M5500505,"STORM SEWERS, CLASS A, TYPE 2   1350MM",METER  ,STORM SEW CL A 2 1350,
M5500510,"STORM SEWERS, CLASS A, TYPE 2   1500MM",METER  ,STORM SEW CL A 2 1500,
M5500515,"STORM SEWERS, CLASS A, TYPE 2   1650MM",METER  ,STORM SEW CL A 2 1650,
M5500520,"STORM SEWERS, CLASS A, TYPE 2   1800MM",METER  ,STORM SEW CL A 2 1800,
M5500525,"STORM SEWERS, CLASS A, TYPE 2   1950MM",METER  ,STORM SEW CL A 2 1950,
M5500530,"STORM SEWERS, CLASS A, TYPE 2   2100MM",METER  ,STORM SEW CL A 2 2100,
M5500535,"STORM SEWERS, CLASS A, TYPE 2   2250MM",METER  ,STORM SEW CL A 2 2250,
M5500540,"STORM SEWERS, CLASS A, TYPE 2   2400MM",METER  ,STORM SEW CL A 2 2400,
M5500545,"STORM SEWERS, CLASS A, TYPE 2   2550MM",METER  ,STORM SEW CL A 2 2550,
M5500550,"STORM SEWERS, CLASS A, TYPE 2   2700MM",METER  ,STORM SEW CL A 2 2700,
M5500610,"STORM SEWERS, CLASS B, TYPE 2    100MM",METER  ,STORM SEW CL B 2  100,
M5500615,"STORM SEWERS, CLASS B, TYPE 2    150MM",METER  ,STORM SEW CL B 2  150,
M5500620,"STORM SEWERS, CLASS B, TYPE 2    200MM",METER  ,STORM SEW CL B 2  200,
M5500625,"STORM SEWERS, CLASS B, TYPE 2    250MM",METER  ,STORM SEW CL B 2  250,
M5500630,"STORM SEWERS, CLASS B, TYPE 2    300MM",METER  ,STORM SEW CL B 2  300,
M5500635,"STORM SEWERS, CLASS B, TYPE 2    350MM",METER  ,STORM SEW CL B 2  350,
M5500640,"STORM SEWERS, CLASS B, TYPE 2    375MM",METER  ,STORM SEW CL B 2  375,
M5500645,"STORM SEWERS, CLASS B, TYPE 2    400MM",METER  ,STORM SEW CL B 2  400,
M5500650,"STORM SEWERS, CLASS B, TYPE 2    450MM",METER  ,STORM SEW CL B 2  450,
M5500655,"STORM SEWERS, CLASS B, TYPE 2    500MM",METER  ,STORM SEW CL B 2  500,
M5500660,"STORM SEWERS, CLASS B, TYPE 2    525MM",METER  ,STORM SEW CL B 2  525,
M5500665,"STORM SEWERS, CLASS B, TYPE 2    600MM",METER  ,STORM SEW CL B 2  600,
M5500670,"STORM SEWERS, CLASS B, TYPE 2    675MM",METER  ,STORM SEW CL B 2  675,
M5500675,"STORM SEWERS, CLASS B, TYPE 2    750MM",METER  ,STORM SEW CL B 2  750,
M5500680,"STORM SEWERS, CLASS B, TYPE 2    825MM",METER  ,STORM SEW CL B 2  825,
M5500685,"STORM SEWERS, CLASS B, TYPE 2    900MM",METER  ,STORM SEW CL B 2  900,
M5500690,"STORM SEWERS, CLASS B, TYPE 2    975MM",METER  ,STORM SEW CL B 2  975,
M5500695,"STORM SEWERS, CLASS B, TYPE 2   1050MM",METER  ,STORM SEW CL B 2 1050,
M5500700,"STORM SEWERS, CLASS B, TYPE 2   1200MM",METER  ,STORM SEW CL B 2 1200,
M5500705,"STORM SEWERS, CLASS B, TYPE 2   1350MM",METER  ,STORM SEW CL B 2 1350,
M5500710,"STORM SEWERS, CLASS B, TYPE 2   1500MM",METER  ,STORM SEW CL B 2 1500,
